2	7
3	7
4	8
7	7
9	8
12	7
13	8
14	7
16	7
18	8
19	7
20	8
21	7
22	8
25	7
26	8
27	7
28	8
29	7
30	7
31	7
32	7
33	8
35	8
36	7
37	8
38	8
39	6
41	8
42	8
43	7
44	7
45	7
46	8
47	8
48	6
49	7
50	8
52	8
53	8
55	7
56	8
59	8
60	8
61	6
62	8
63	8
64	8
65	8
66	8
67	8
68	7
70	7
71	7
72	8
73	8
74	7
76	8
77	8
79	8
82	7
83	8
84	8
85	8
86	8
87	7
88	8
89	7
90	7
91	8
93	8
94	8
95	8
96	8
97	7
98	8
99	7
100	7
101	8
102	8
103	8
104	7
105	8
106	7
107	7
108	8
109	8
111	8
112	8
113	7
114	8
116	8
117	8
118	7
119	8
120	7
121	7
122	8
124	7
125	7
126	8
127	7
128	8
129	7
130	8
131	8
132	8
133	8
134	8
136	8
137	8
139	8
140	7
141	7
142	7
143	8
144	8
145	8
147	8
148	7
149	7
150	7
151	7
152	7
154	7
155	7
156	8
157	7
158	7
160	8
161	7
162	7
163	8
164	7
165	8
166	8
167	8
168	8
170	7
171	7
172	7
173	7
174	7
177	8
178	8
179	8
180	7
181	7
182	8
183	8
184	5
185	8
186	7
187	7
188	8
191	7
194	7
195	8
196	8
197	7
199	8
200	7
202	7
203	7
204	7
205	8
207	8
209	7
210	7
211	7
213	7
215	8
216	8
217	8
218	8
220	6
221	7
222	8
223	8
224	7
226	7
227	8
229	7
230	8
232	7
233	8
235	7
236	7
237	7
238	8
239	8
240	8
241	8
242	8
244	7
245	4
246	8
247	8
249	8
250	8
251	6
252	8
254	7
255	6
257	7
258	8
259	8
260	8
261	7
263	7
265	7
267	8
268	7
270	8
271	8
273	7
274	7
276	8
277	7
279	6
281	7
282	7
283	8
284	7
285	7
286	7
288	8
289	8
290	7
291	8
292	8
293	7
296	8
297	7
299	8
301	8
302	7
303	8
305	6
306	8
307	7
308	8
309	7
310	7
311	7
312	8
314	8
315	8
316	8
318	8
319	7
322	8
323	8
324	6
325	8
326	7
327	7
328	7
329	7
330	7
331	7
332	7
333	8
334	8
335	7
336	7
338	7
339	8
340	7
341	8
342	7
343	8
345	7
347	8
348	7
349	7
350	8
351	7
352	8
354	8
355	7
356	8
357	5
358	8
359	8
360	7
362	7
363	8
364	8
365	7
366	8
367	7
368	8
370	7
371	8
372	8
373	8
374	6
376	8
377	8
378	8
379	7
382	7
383	8
385	7
387	7
388	8
389	7
391	7
392	8
394	7
395	8
396	8
397	7
398	8
401	8
403	7
404	8
407	7
408	7
410	8
411	8
412	8
413	8
414	8
415	7
416	8
418	7
419	7
420	7
421	7
422	8
424	7
425	8
426	8
427	7
428	8
429	7
430	8
431	8
433	7
434	8
435	7
437	8
438	8
439	7
440	7
441	7
443	7
444	7
445	8
447	7
448	7
449	8
450	8
451	8
452	8
453	7
455	7
456	8
457	7
458	7
459	7
460	8
461	8
462	7
463	8
464	8
465	7
466	8
467	7
468	8
469	7
470	8
472	8
473	8
474	7
475	7
477	8
478	7
479	7
480	8
483	8
484	8
485	8
486	8
487	7
488	7
489	7
491	7
492	8
494	8
495	8
496	7
497	8
498	7
499	7
500	8
503	7
504	7
506	7
507	8
508	8
509	8
510	8
511	7
513	6
515	8
516	8
517	8
518	7
519	7
520	8
521	8
522	7
523	8
524	7
525	8
526	7
527	7
528	8
529	8
530	8
531	8
532	8
533	7
535	8
536	7
537	8
538	8
539	8
540	7
541	7
542	8
543	8
546	8
547	7
548	8
549	8
550	7
551	7
554	8
555	7
556	7
557	7
558	8
559	8
561	7
563	7
565	7
566	7
567	8
568	7
570	8
571	7
573	8
576	7
577	7
578	8
579	8
580	7
581	7
582	7
583	8
584	8
585	7
586	8
587	7
589	8
590	7
591	7
592	7
594	8
600	8
602	3
603	7
604	7
606	7
607	8
608	8
609	7
610	8
611	7
612	7
613	7
614	7
615	7
616	7
617	7
619	7
621	7
622	8
623	8
624	8
625	8
626	8
628	7
629	7
631	7
632	6
633	7
635	8
636	7
638	7
640	7
641	8
642	7
643	7
644	8
645	7
647	7
649	7
650	7
652	8
653	7
654	8
655	8
656	7
658	7
660	7
661	8
662	8
663	7
664	8
665	7
666	8
668	7
669	7
670	8
672	7
674	7
675	7
676	8
678	7
680	7
681	8
682	7
683	8
684	7
685	7
686	8
687	7
689	8
690	8
692	8
693	7
694	8
696	8
697	8
698	7
699	7
700	8
702	8
703	7
705	8
706	8
707	7
708	8
709	8
710	5
711	7
712	7
714	7
715	7
716	8
717	8
718	8
720	8
721	7
722	8
723	8
724	8
725	7
727	8
728	8
729	7
730	7
731	8
733	7
734	7
736	8
737	7
738	8
740	8
741	8
742	8
743	7
744	7
745	8
746	8
747	8
748	8
749	7
750	8
751	3
753	7
754	8
755	8
756	8
757	7
758	4
759	8
760	7
761	8
762	8
763	8
764	8
766	7
767	7
768	7
769	6
770	8
771	7
772	7
773	8
774	7
775	7
777	8
778	8
779	8
781	8
782	7
784	7
785	7
786	7
787	8
788	7
789	7
792	8
793	7
794	8
795	8
796	7
797	8
798	8
799	8
800	7
801	7
802	7
803	8
805	8
806	8
811	8
812	8
813	8
814	8
817	7
818	7
819	8
820	8
821	7
822	8
823	7
824	8
825	7
826	8
827	7
829	7
830	8
832	8
833	8
834	8
835	8
836	8
837	8
838	6
839	8
840	8
841	8
842	7
844	8
847	7
852	7
853	8
854	7
855	8
856	8
857	8
858	8
859	8
860	7
861	8
864	8
865	8
866	8
867	8
868	8
869	7
870	8
872	7
873	8
874	8
876	8
877	8
878	8
879	8
880	8
881	6
882	8
883	8
884	7
885	7
886	7
887	8
888	7
889	7
890	7
891	7
892	7
893	7
894	8
895	8
896	8
897	8
898	7
899	7
900	8
901	8
902	7
903	7
904	8
906	7
907	8
908	5
909	8
910	7
911	7
912	8
913	8
914	8
915	8
916	8
917	7
918	8
919	7
920	8
921	8
922	8
923	8
925	7
926	8
927	8
928	8
929	8
930	8
932	8
935	8
936	7
937	7
938	7
939	7
940	7
941	8
942	8
943	7
944	5
945	8
946	8
948	6
949	7
951	7
952	8
953	7
954	7
956	8
957	7
958	8
960	8
963	7
964	7
967	8
969	8
970	8
971	7
972	8
973	7
974	8
975	8
976	8
977	8
978	8
979	7
980	8
981	7
982	7
983	7
984	7
985	8
986	8
987	7
988	8
