1	8
2	7
3	7
4	8
5	7
6	7
8	7
9	8
10	7
11	8
12	7
13	8
15	7
17	8
21	7
22	8
23	8
24	8
25	7
26	8
27	7
28	8
29	7
31	7
32	7
33	8
34	8
37	8
38	8
39	6
40	7
41	8
42	8
43	7
44	7
45	7
46	8
49	7
50	8
51	7
53	8
54	8
55	7
56	8
57	6
58	8
59	8
60	8
61	6
62	8
63	8
64	8
69	8
70	7
73	8
75	8
76	8
77	8
78	8
79	8
80	8
81	7
82	7
83	8
84	8
85	8
86	8
88	8
91	8
92	7
93	8
94	8
95	8
96	8
97	7
98	8
99	7
100	7
101	8
102	8
104	7
105	8
107	7
108	8
109	8
110	7
111	8
112	8
113	7
114	8
115	8
117	8
118	7
119	8
120	7
122	8
123	8
124	7
125	7
128	8
129	7
130	8
131	8
133	8
135	8
136	8
137	8
138	7
139	8
141	7
143	8
146	7
147	8
148	7
149	7
150	7
151	7
152	7
153	8
156	8
157	7
158	7
159	8
162	7
163	8
165	8
166	8
167	8
169	7
170	7
171	7
172	7
173	7
175	7
176	7
177	8
178	8
179	8
181	7
182	8
183	8
184	5
185	8
186	7
189	8
190	8
192	6
193	8
194	7
195	8
197	7
198	8
199	8
200	7
201	8
203	7
204	7
205	8
206	7
207	8
208	7
209	7
210	7
211	7
212	7
213	7
214	7
215	8
218	8
219	8
220	6
221	7
222	8
223	8
224	7
225	8
226	7
227	8
228	7
229	7
230	8
231	7
232	7
234	7
235	7
236	7
237	7
238	8
239	8
240	8
242	8
243	8
245	4
246	8
248	8
249	8
250	8
251	6
252	8
253	7
254	7
255	6
256	8
257	7
259	8
260	8
261	7
262	8
264	7
265	7
266	6
267	8
268	7
269	7
270	8
271	8
272	8
273	7
274	7
275	8
276	8
277	7
278	8
279	6
280	7
282	7
285	7
286	7
287	7
288	8
289	8
290	7
291	8
292	8
293	7
294	7
295	7
296	8
298	8
300	7
301	8
303	8
304	8
305	6
307	7
308	8
310	7
312	8
313	8
316	8
317	8
318	8
320	8
321	7
322	8
325	8
326	7
327	7
328	7
329	7
331	7
332	7
334	8
336	7
337	8
338	7
339	8
340	7
341	8
342	7
343	8
344	7
346	7
347	8
348	7
350	8
351	7
352	8
353	8
354	8
355	7
357	5
358	8
359	8
360	7
361	8
363	8
364	8
365	7
366	8
367	7
368	8
369	8
370	7
371	8
372	8
373	8
374	6
375	8
376	8
377	8
380	8
381	7
383	8
384	8
385	7
386	7
387	7
388	8
389	7
390	7
391	7
392	8
393	8
394	7
396	8
398	8
399	8
400	7
401	8
402	8
403	7
404	8
405	7
406	8
407	7
409	2
410	8
411	8
412	8
413	8
414	8
415	7
417	7
420	7
