13	8
21	7
25	7
26	8
29	7
41	8
42	8
44	7
45	7
53	8
60	8
61	6
62	8
73	8
76	8
83	8
86	8
88	8
91	8
96	8
97	7
105	8
107	7
108	8
113	7
117	8
122	8
124	7
125	7
129	7
130	8
136	8
150	7
152	7
156	8
157	7
158	7
165	8
171	7
172	7
173	7
182	8
183	8
194	7
197	7
200	7
209	7
218	8
223	8
224	7
227	8
236	7
239	8
242	8
265	7
267	8
276	8
277	7
279	6
285	7
286	7
290	7
291	8
307	7
318	8
322	8
332	7
340	7
341	8
342	7
348	7
354	8
355	7
372	8
373	8
376	8
388	8
389	7
394	7
407	7
414	8
429	7
431	8
433	7
444	7
451	8
452	8
455	7
456	8
462	7
463	8
466	8
467	7
475	7
477	8
491	7
508	8
510	8
516	8
518	7
526	7
530	8
531	8
536	7
538	8
542	8
543	8
546	8
547	7
556	7
561	7
563	7
565	7
568	7
579	8
589	8
600	8
602	3
604	7
608	8
611	7
612	7
613	7
621	7
624	8
625	8
632	6
641	8
643	7
645	7
660	7
668	7
676	8
680	7
681	8
684	7
706	8
710	5
711	7
715	7
722	8
725	7
727	8
730	7
734	7
736	8
745	8
746	8
755	8
756	8
760	7
771	7
773	8
774	7
775	7
779	8
784	7
785	7
794	8
796	7
806	8
827	7
834	8
841	8
847	7
855	8
857	8
864	8
866	8
868	8
869	7
870	8
874	8
877	8
880	8
886	7
890	7
892	7
896	8
903	7
916	8
917	7
918	8
920	8
922	8
936	7
945	8
948	6
951	7
956	8
957	7
960	8
963	7
967	8
970	8
971	7
975	8
