2	7
3	7
9	8
22	8
28	8
31	7
46	8
79	8
93	8
98	8
99	7
102	8
104	7
111	8
112	8
128	8
131	8
133	8
137	8
147	8
151	7
162	7
163	8
166	8
167	8
170	7
177	8
178	8
179	8
181	7
185	8
186	7
195	8
199	8
205	8
207	8
211	7
213	7
226	7
232	7
237	7
245	4
249	8
250	8
252	8
255	6
257	7
260	8
261	7
268	7
270	8
271	8
273	7
274	7
282	7
289	8
296	8
310	7
326	7
327	7
329	7
331	7
338	7
343	8
351	7
358	8
365	7
366	8
370	7
371	8
392	8
398	8
403	7
410	8
411	8
412	8
413	8
422	8
430	8
434	8
439	7
440	7
445	8
448	7
450	8
460	8
461	8
468	8
472	8
473	8
474	7
479	7
483	8
486	8
487	7
492	8
494	8
495	8
496	7
500	8
503	7
511	7
522	7
523	8
537	8
539	8
540	7
549	8
557	7
559	8
571	7
576	7
578	8
584	8
610	8
614	7
615	7
616	7
619	7
622	8
623	8
626	8
629	7
631	7
638	7
664	8
692	8
693	7
696	8
700	8
703	7
705	8
708	8
714	7
723	8
731	8
733	7
740	8
741	8
743	7
744	7
747	8
749	7
750	8
754	8
763	8
764	8
767	7
768	7
778	8
781	8
787	8
789	7
798	8
801	7
803	8
813	8
814	8
817	7
818	7
821	7
823	7
824	8
825	7
833	8
835	8
839	8
840	8
852	7
860	7
876	8
878	8
887	8
889	7
891	7
897	8
899	7
902	7
908	5
909	8
910	7
911	7
913	8
914	8
921	8
925	7
929	8
930	8
937	7
939	7
940	7
942	8
953	7
976	8
979	7
980	8
983	7
984	7
985	8
988	8
